,Family,Father,Mother,Gender,Height,Kids,MP,CH
458,106,69.5,66.0,F,65.5,7,70.39,70.74000000000001
459,106,69.5,66.0,F,64.5,7,70.39,69.66000000000001
460,107,69.0,66.0,M,73.0,9,70.14,73.0
461,107,69.0,66.0,M,72.0,9,70.14,72.0
462,107,69.0,66.0,M,69.0,9,70.14,69.0
463,107,69.0,66.0,M,69.0,9,70.14,69.0
464,107,69.0,66.0,F,66.5,9,70.14,71.82000000000001
465,107,69.0,66.0,F,65.5,9,70.14,70.74000000000001
466,107,69.0,66.0,F,65.5,9,70.14,70.74000000000001
467,107,69.0,66.0,F,65.0,9,70.14,70.2
468,107,69.0,66.0,F,64.0,9,70.14,69.12
469,108,69.0,65.0,M,70.0,7,69.6,70.0
470,108,69.0,65.0,M,68.5,7,69.6,68.5
471,108,69.0,65.0,M,67.0,7,69.6,67.0
472,108,69.0,65.0,F,65.0,7,69.6,70.2
473,108,69.0,65.0,F,64.0,7,69.6,69.12
474,108,69.0,65.0,F,63.5,7,69.6,68.58
475,108,69.0,65.0,F,61.0,7,69.6,65.88000000000001
476,109,69.5,64.5,M,69.7,7,69.58000000000001,69.7
477,109,69.5,64.5,M,68.0,7,69.58000000000001,68.0
478,109,69.5,64.5,M,60.0,7,69.58000000000001,60.0
479,109,69.5,64.5,F,65.2,7,69.58000000000001,70.41600000000001
480,109,69.5,64.5,F,64.5,7,69.58000000000001,69.66000000000001
481,109,69.5,64.5,F,63.7,7,69.58000000000001,68.796
482,109,69.5,64.5,F,60.0,7,69.58000000000001,64.80000000000001
483,110,69.2,64.0,M,71.7,4,69.16,71.7
484,110,69.2,64.0,M,66.5,4,69.16,66.5
485,110,69.2,64.0,F,65.0,4,69.16,70.2
486,110,69.2,64.0,F,63.5,4,69.16,68.58
487,112,69.0,63.0,M,69.0,3,68.52000000000001,69.0
488,112,69.0,63.0,F,67.5,3,68.52000000000001,72.9
489,112,69.0,63.0,F,63.5,3,68.52000000000001,68.58
490,113,69.0,63.0,M,72.0,1,68.52000000000001,72.0
491,114,69.0,63.0,M,73.0,6,68.52000000000001,73.0
492,114,69.0,63.0,M,70.0,6,68.52000000000001,70.0
493,114,69.0,63.0,M,70.0,6,68.52000000000001,70.0
494,114,69.0,63.0,M,64.0,6,68.52000000000001,64.0
495,114,69.0,63.0,F,66.0,6,68.52000000000001,71.28
496,114,69.0,63.0,F,62.0,6,68.52000000000001,66.96000000000001
497,115,69.0,63.5,M,70.5,7,68.78999999999999,70.5
498,115,69.0,63.5,M,67.0,7,68.78999999999999,67.0
499,115,69.0,63.5,M,66.0,7,68.78999999999999,66.0
500,115,69.0,63.5,F,65.0,7,68.78999999999999,70.2
501,115,69.0,63.5,F,63.0,7,68.78999999999999,68.04
502,115,69.0,63.5,F,62.0,7,68.78999999999999,66.96000000000001
503,115,69.0,63.5,F,61.0,7,68.78999999999999,65.88000000000001
504,116,69.0,63.5,M,70.5,3,68.78999999999999,70.5
505,116,69.0,63.5,F,63.7,3,68.78999999999999,68.796
506,116,69.0,63.5,F,63.0,3,68.78999999999999,68.04
507,117,69.7,62.0,F,62.5,1,68.33000000000001,67.5
508,118,69.5,62.0,M,73.0,3,68.23,73.0
509,118,69.5,62.0,M,72.0,3,68.23,72.0
510,118,69.5,62.0,M,69.0,3,68.23,69.0
511,119,69.0,62.0,M,73.0,5,67.98,73.0
512,119,69.0,62.0,M,71.0,5,67.98,71.0
513,119,69.0,62.0,M,71.0,5,67.98,71.0
514,119,69.0,62.0,M,69.0,5,67.98,69.0
515,119,69.0,62.0,F,63.0,5,67.98,68.04
516,121,69.0,62.5,M,71.0,8,68.25,71.0
517,121,69.0,62.5,M,70.0,8,68.25,70.0
518,121,69.0,62.5,M,70.0,8,68.25,70.0
519,121,69.0,62.5,M,69.0,8,68.25,69.0
520,121,69.0,62.5,F,63.5,8,68.25,68.58
521,121,69.0,62.5,F,62.5,8,68.25,67.5
522,121,69.0,62.5,F,62.5,8,68.25,67.5
523,121,69.0,62.5,F,62.0,8,68.25,66.96000000000001
524,122,69.0,62.0,M,72.0,4,67.98,72.0
525,122,69.0,62.0,M,68.0,4,67.98,68.0
526,122,69.0,62.0,F,66.0,4,67.98,71.28
527,122,69.0,62.0,F,66.0,4,67.98,71.28
528,123,69.5,61.0,M,70.0,5,67.69,70.0
529,123,69.5,61.0,M,69.5,5,67.69,69.5
530,123,69.5,61.0,M,69.0,5,67.69,69.0
531,123,69.5,61.0,F,63.0,5,67.69,68.04
532,123,69.5,61.0,F,62.0,5,67.69,66.96000000000001
533,124,69.0,61.0,M,68.0,9,67.44,68.0
534,124,69.0,61.0,M,68.0,9,67.44,68.0
535,124,69.0,61.0,M,67.5,9,67.44,67.5
536,124,69.0,61.0,M,64.0,9,67.44,64.0
537,124,69.0,61.0,M,63.0,9,67.44,63.0
538,124,69.0,61.0,M,63.0,9,67.44,63.0
539,124,69.0,61.0,F,63.5,9,67.44,68.58
540,124,69.0,61.0,F,62.0,9,67.44,66.96000000000001
541,124,69.0,61.0,F,62.0,9,67.44,66.96000000000001
542,125,69.0,60.0,M,70.5,3,66.9,70.5
543,125,69.0,60.0,F,68.0,3,66.9,73.44
544,125,69.0,60.0,F,62.5,3,66.9,67.5
545,126,69.0,60.0,M,69.0,4,66.9,69.0
546,126,69.0,60.0,M,66.0,4,66.9,66.0
547,126,69.0,60.0,F,61.7,4,66.9,66.63600000000001
548,126,69.0,60.0,F,60.5,4,66.9,65.34
549,127,69.0,60.5,M,69.5,1,67.17,69.5
550,128,68.7,70.5,M,71.0,2,72.42,71.0
551,128,68.7,70.5,F,61.7,2,72.42,66.63600000000001
552,129,68.5,67.0,M,73.0,3,70.43,73.0
553,129,68.5,67.0,M,71.0,3,70.43,71.0
554,129,68.5,67.0,F,67.0,3,70.43,72.36
555,130,68.5,66.5,M,70.0,11,70.16,70.0
556,130,68.5,66.5,M,69.0,11,70.16,69.0
557,130,68.5,66.5,M,69.0,11,70.16,69.0
558,130,68.5,66.5,M,68.7,11,70.16,68.7
559,130,68.5,66.5,M,68.5,11,70.16,68.5
560,130,68.5,66.5,M,68.5,11,70.16,68.5
561,130,68.5,66.5,M,68.0,11,70.16,68.0
562,130,68.5,66.5,M,68.0,11,70.16,68.0
563,130,68.5,66.5,M,68.0,11,70.16,68.0
564,130,68.5,66.5,F,63.2,11,70.16,68.25600000000001
565,131,68.0,65.0,M,67.5,2,69.1,67.5
566,131,68.0,65.0,M,66.0,2,69.1,66.0
567,132,68.0,65.5,M,66.0,2,69.37,66.0
568,132,68.0,65.5,F,64.0,2,69.37,69.12
569,133,68.0,65.5,M,71.7,7,69.37,71.7
570,133,68.0,65.5,M,71.5,7,69.37,71.5
571,133,68.0,65.5,M,70.7,7,69.37,70.7
572,133,68.0,65.5,M,65.5,7,69.37,65.5
573,133,68.0,65.5,F,66.5,7,69.37,71.82000000000001
574,133,68.0,65.5,F,65.2,7,69.37,70.41600000000001
575,133,68.0,65.5,F,61.5,7,69.37,66.42
576,134,68.0,65.0,M,72.0,4,69.1,72.0
577,134,68.0,65.0,M,72.0,4,69.1,72.0
578,134,68.0,65.0,F,68.0,4,69.1,73.44
579,134,68.0,65.0,F,66.0,4,69.1,71.28
580,135,68.5,65.0,M,69.2,8,69.35,69.2
581,135,68.5,65.0,M,68.0,8,69.35,68.0
582,135,68.5,65.0,M,66.0,8,69.35,66.0
583,135,68.5,65.0,M,66.0,8,69.35,66.0
584,135,68.5,65.0,F,62.0,8,69.35,66.96000000000001
585,135,68.5,65.0,F,61.5,8,69.35,66.42
586,135,68.5,65.0,F,61.0,8,69.35,65.88000000000001
587,135,68.5,65.0,F,60.0,8,69.35,64.80000000000001
588,136,68.0,64.0,M,71.0,10,68.56,71.0
589,136,68.0,64.0,M,68.0,10,68.56,68.0
590,136,68.0,64.0,M,68.0,10,68.56,68.0
591,136,68.0,64.0,M,67.0,10,68.56,67.0
592,136,68.0,64.0,F,65.0,10,68.56,70.2
593,136,68.0,64.0,F,64.0,10,68.56,69.12
594,136,68.0,64.0,F,63.0,10,68.56,68.04
595,136,68.0,64.0,F,63.0,10,68.56,68.04
596,136,68.0,64.0,F,62.0,10,68.56,66.96000000000001
597,136,68.0,64.0,F,61.0,10,68.56,65.88000000000001
598,137,68.0,64.0,M,66.0,4,68.56,66.0
599,137,68.0,64.0,M,63.0,4,68.56,63.0
600,137,68.0,64.0,F,65.5,4,68.56,70.74000000000001
601,137,68.0,64.0,F,62.0,4,68.56,66.96000000000001
602,138,68.0,64.0,M,71.2,5,68.56,71.2
603,138,68.0,64.0,M,71.2,5,68.56,71.2
604,138,68.0,64.0,M,69.0,5,68.56,69.0
605,138,68.0,64.0,M,68.5,5,68.56,68.5
606,138,68.0,64.0,F,62.5,5,68.56,67.5
607,139,68.0,64.5,F,62.0,1,68.83000000000001,66.96000000000001
608,140,68.0,64.0,M,69.0,10,68.56,69.0
609,140,68.0,64.0,M,67.0,10,68.56,67.0
610,140,68.0,64.0,M,66.0,10,68.56,66.0
611,140,68.0,64.0,F,66.0,10,68.56,71.28
612,140,68.0,64.0,F,66.0,10,68.56,71.28
613,140,68.0,64.0,F,65.0,10,68.56,70.2
614,140,68.0,64.0,F,65.0,10,68.56,70.2
615,140,68.0,64.0,F,65.0,10,68.56,70.2
616,140,68.0,64.0,F,64.0,10,68.56,69.12
617,140,68.0,64.0,F,63.0,10,68.56,68.04
618,141,68.0,63.0,M,70.5,8,68.02000000000001,70.5
619,141,68.0,63.0,M,70.0,8,68.02000000000001,70.0
620,141,68.0,63.0,M,68.0,8,68.02000000000001,68.0
621,141,68.0,63.0,M,66.0,8,68.02000000000001,66.0
622,141,68.0,63.0,M,66.0,8,68.02000000000001,66.0
623,141,68.0,63.0,F,66.0,8,68.02000000000001,71.28
624,141,68.0,63.0,F,62.0,8,68.02000000000001,66.96000000000001
625,141,68.0,63.0,F,61.5,8,68.02000000000001,66.42
626,142,68.5,63.5,M,73.5,4,68.53999999999999,73.5
627,142,68.5,63.5,M,70.0,4,68.53999999999999,70.0
628,142,68.5,63.5,M,69.5,4,68.53999999999999,69.5
629,142,68.5,63.5,F,65.5,4,68.53999999999999,70.74000000000001
630,143,68.0,63.0,M,67.0,1,68.02000000000001,67.0
631,144,68.0,63.0,M,70.0,4,68.02000000000001,70.0
632,144,68.0,63.0,M,68.0,4,68.02000000000001,68.0
633,144,68.0,63.0,F,64.5,4,68.02000000000001,69.66000000000001
634,144,68.0,63.0,F,64.0,4,68.02000000000001,69.12
635,145,68.0,63.0,M,71.0,8,68.02000000000001,71.0
636,145,68.0,63.0,M,68.0,8,68.02000000000001,68.0
637,145,68.0,63.0,M,66.0,8,68.02000000000001,66.0
638,145,68.0,63.0,M,65.5,8,68.02000000000001,65.5
639,145,68.0,63.0,M,65.0,8,68.02000000000001,65.0
640,145,68.0,63.0,F,63.0,8,68.02000000000001,68.04
641,145,68.0,63.0,F,62.0,8,68.02000000000001,66.96000000000001
642,145,68.0,63.0,F,62.0,8,68.02000000000001,66.96000000000001
643,146,68.0,63.0,M,67.0,6,68.02000000000001,67.0
644,146,68.0,63.0,M,67.0,6,68.02000000000001,67.0
645,146,68.0,63.0,M,66.0,6,68.02000000000001,66.0
646,146,68.0,63.0,F,64.0,6,68.02000000000001,69.12
647,146,68.0,63.0,F,63.5,6,68.02000000000001,68.58
648,146,68.0,63.0,F,61.0,6,68.02000000000001,65.88000000000001
649,147,68.5,63.5,M,68.2,1,68.53999999999999,68.2
650,148,68.0,63.0,M,70.0,1,68.02000000000001,70.0
651,149,68.2,63.5,M,70.0,5,68.39,70.0
652,149,68.2,63.5,M,69.0,5,68.39,69.0
653,149,68.2,63.5,M,67.0,5,68.39,67.0
654,149,68.2,63.5,M,65.5,5,68.39,65.5
655,149,68.2,63.5,F,64.5,5,68.39,69.66000000000001
656,150,68.0,62.5,M,68.5,1,67.75,68.5
657,151,68.7,62.0,M,67.7,2,67.83000000000001,67.7
658,151,68.7,62.0,F,61.7,2,67.83000000000001,66.63600000000001
659,152,68.0,62.5,M,66.5,1,67.75,66.5
660,153,68.0,61.0,M,68.5,5,66.94,68.5
661,153,68.0,61.0,M,68.0,5,66.94,68.0
662,153,68.0,61.0,M,64.0,5,66.94,64.0
663,153,68.0,61.0,F,63.5,5,66.94,68.58
664,153,68.0,61.0,F,63.0,5,66.94,68.04
665,154,68.0,60.2,M,66.7,1,66.50800000000001,66.7
666,155,68.0,60.0,M,64.0,7,66.4,64.0
667,155,68.0,60.0,F,61.0,7,66.4,65.88000000000001
668,155,68.0,60.0,F,61.0,7,66.4,65.88000000000001
669,155,68.0,60.0,F,60.0,7,66.4,64.80000000000001
670,155,68.0,60.0,F,60.0,7,66.4,64.80000000000001
671,155,68.0,60.0,F,60.0,7,66.4,64.80000000000001
672,155,68.0,60.0,F,56.0,7,66.4,60.480000000000004
673,156,68.0,60.0,M,67.5,4,66.4,67.5
674,156,68.0,60.0,M,67.0,4,66.4,67.0
675,156,68.0,60.0,M,66.5,4,66.4,66.5
676,156,68.0,60.0,F,60.0,4,66.4,64.80000000000001
677,157,68.5,59.0,M,69.0,1,66.11,69.0
678,158,68.0,59.0,M,68.0,10,65.86,68.0
679,158,68.0,59.0,M,65.0,10,65.86,65.0
680,158,68.0,59.0,M,64.7,10,65.86,64.7
681,158,68.0,59.0,M,64.0,10,65.86,64.0
682,158,68.0,59.0,M,64.0,10,65.86,64.0
683,158,68.0,59.0,M,63.0,10,65.86,63.0
684,158,68.0,59.0,F,65.0,10,65.86,70.2
685,158,68.0,59.0,F,65.0,10,65.86,70.2
686,158,68.0,59.0,F,62.0,10,65.86,66.96000000000001
687,158,68.0,59.0,F,61.0,10,65.86,65.88000000000001
688,159,67.0,66.2,M,72.7,5,69.248,72.7
689,159,67.0,66.2,M,72.7,5,69.248,72.7
690,159,67.0,66.2,M,71.5,5,69.248,71.5
691,159,67.0,66.2,F,65.5,5,69.248,70.74000000000001
692,159,67.0,66.2,F,63.5,5,69.248,68.58
693,160,67.0,66.5,M,71.0,1,69.41,71.0
694,162,67.0,65.0,M,69.7,6,68.6,69.7
695,162,67.0,65.0,M,67.5,6,68.6,67.5
696,162,67.0,65.0,F,65.5,6,68.6,70.74000000000001
697,162,67.0,65.0,F,65.0,6,68.6,70.2
698,162,67.0,65.0,F,64.5,6,68.6,69.66000000000001
699,162,67.0,65.0,F,63.5,6,68.6,68.58
700,163,67.0,65.5,M,70.0,5,68.87,70.0
701,163,67.0,65.5,M,69.0,5,68.87,69.0
702,163,67.0,65.5,F,65.5,5,68.87,70.74000000000001
703,163,67.0,65.5,F,65.5,5,68.87,70.74000000000001
704,163,67.0,65.5,F,63.0,5,68.87,68.04
705,164,67.0,65.5,M,70.0,4,68.87,70.0
706,164,67.0,65.5,M,67.7,4,68.87,67.7
707,164,67.0,65.5,F,63.0,4,68.87,68.04
708,164,67.0,65.5,F,60.0,4,68.87,64.80000000000001
709,165,67.0,65.0,M,65.0,3,68.6,65.0
710,165,67.0,65.0,F,62.0,3,68.6,66.96000000000001
711,165,67.0,65.0,F,62.0,3,68.6,66.96000000000001
712,166,67.5,65.0,M,71.0,11,68.85,71.0
713,166,67.5,65.0,M,69.0,11,68.85,69.0
714,166,67.5,65.0,F,64.0,11,68.85,69.12
715,166,67.5,65.0,F,64.0,11,68.85,69.12
716,166,67.5,65.0,F,63.0,11,68.85,68.04
717,166,67.5,65.0,F,63.0,11,68.85,68.04
718,166,67.5,65.0,F,63.0,11,68.85,68.04
719,166,67.5,65.0,F,63.0,11,68.85,68.04
720,166,67.5,65.0,F,63.0,11,68.85,68.04
721,166,67.5,65.0,F,62.5,11,68.85,67.5
722,166,67.5,65.0,F,62.0,11,68.85,66.96000000000001
723,167,67.0,64.0,M,71.5,4,68.06,71.5
724,167,67.0,64.0,M,70.0,4,68.06,70.0
725,167,67.0,64.0,M,67.0,4,68.06,67.0
726,167,67.0,64.0,M,67.0,4,68.06,67.0
727,168,67.0,63.5,M,71.0,8,67.78999999999999,71.0
728,168,67.0,63.5,M,70.2,8,67.78999999999999,70.2
729,168,67.0,63.5,M,69.2,8,67.78999999999999,69.2
730,168,67.0,63.5,M,68.5,8,67.78999999999999,68.5
731,168,67.0,63.5,M,68.0,8,67.78999999999999,68.0
732,168,67.0,63.5,M,67.0,8,67.78999999999999,67.0
733,168,67.0,63.5,M,65.5,8,67.78999999999999,65.5
734,168,67.0,63.5,F,63.5,8,67.78999999999999,68.58
735,169,67.0,63.0,M,69.0,3,67.52000000000001,69.0
736,169,67.0,63.0,M,68.0,3,67.52000000000001,68.0
737,169,67.0,63.0,F,63.0,3,67.52000000000001,68.04
738,170,67.5,62.0,M,70.0,5,67.23,70.0
739,170,67.5,62.0,M,69.5,5,67.23,69.5
740,170,67.5,62.0,M,69.0,5,67.23,69.0
741,170,67.5,62.0,M,68.5,5,67.23,68.5
742,170,67.5,62.0,F,66.0,5,67.23,71.28
743,171,67.0,61.0,M,67.0,1,66.44,67.0
744,172,66.0,67.0,M,70.5,8,69.18,70.5
745,172,66.0,67.0,M,70.5,8,69.18,70.5
746,172,66.0,67.0,M,67.0,8,69.18,67.0
747,172,66.0,67.0,M,66.0,8,69.18,66.0
748,172,66.0,67.0,M,66.0,8,69.18,66.0
749,172,66.0,67.0,F,62.0,8,69.18,66.96000000000001
750,172,66.0,67.0,F,62.0,8,69.18,66.96000000000001
751,172,66.0,67.0,F,61.5,8,69.18,66.42
752,173,66.0,67.0,M,72.0,9,69.18,72.0
753,173,66.0,67.0,M,65.0,9,69.18,65.0
754,173,66.0,67.0,M,65.0,9,69.18,65.0
755,173,66.0,67.0,F,67.0,9,69.18,72.36
756,173,66.0,67.0,F,64.0,9,69.18,69.12
757,173,66.0,67.0,F,64.0,9,69.18,69.12
758,173,66.0,67.0,F,62.0,9,69.18,66.96000000000001
759,173,66.0,67.0,F,60.0,9,69.18,64.80000000000001
760,173,66.0,67.0,F,60.0,9,69.18,64.80000000000001
761,174,66.0,66.0,M,66.0,5,68.64,66.0
762,174,66.0,66.0,M,65.0,5,68.64,65.0
763,174,66.0,66.0,F,67.0,5,68.64,72.36
764,174,66.0,66.0,F,66.5,5,68.64,71.82000000000001
765,174,66.0,66.0,F,65.5,5,68.64,70.74000000000001
766,175,66.0,66.0,M,72.0,6,68.64,72.0
767,175,66.0,66.0,M,68.0,6,68.64,68.0
768,175,66.0,66.0,F,66.0,6,68.64,71.28
769,175,66.0,66.0,F,65.0,6,68.64,70.2
770,175,66.0,66.0,F,62.0,6,68.64,66.96000000000001
771,175,66.0,66.0,F,61.0,6,68.64,65.88000000000001
772,176,66.5,65.0,M,68.7,8,68.35,68.7
773,176,66.5,65.0,M,68.5,8,68.35,68.5
774,176,66.5,65.0,M,66.5,8,68.35,66.5
775,176,66.5,65.0,M,64.5,8,68.35,64.5
776,176,66.5,65.0,F,62.5,8,68.35,67.5
777,176,66.5,65.0,F,60.5,8,68.35,65.34
778,176,66.5,65.0,F,60.5,8,68.35,65.34
779,176,66.5,65.0,F,57.5,8,68.35,62.1
780,177,66.0,65.5,M,72.0,5,68.37,72.0
781,177,66.0,65.5,M,71.0,5,68.37,71.0
782,177,66.0,65.5,M,67.0,5,68.37,67.0
783,177,66.0,65.5,F,66.0,5,68.37,71.28
784,177,66.0,65.5,F,65.0,5,68.37,70.2
785,178,66.0,63.0,M,70.0,1,67.02000000000001,70.0
786,179,66.0,63.5,F,64.5,2,67.28999999999999,69.66000000000001
787,179,66.0,63.5,F,62.0,2,67.28999999999999,66.96000000000001
788,180,66.5,63.0,M,67.2,6,67.27000000000001,67.2
789,180,66.5,63.0,M,67.0,6,67.27000000000001,67.0
790,180,66.5,63.0,M,65.0,6,67.27000000000001,65.0
791,180,66.5,63.0,F,65.0,6,67.27000000000001,70.2
792,180,66.5,63.0,F,65.0,6,67.27000000000001,70.2
793,180,66.5,63.0,F,63.0,6,67.27000000000001,68.04
794,181,66.5,62.5,M,70.0,7,67.0,70.0
795,181,66.5,62.5,M,68.0,7,67.0,68.0
796,181,66.5,62.5,F,63.5,7,67.0,68.58
797,181,66.5,62.5,F,62.5,7,67.0,67.5
798,181,66.5,62.5,F,62.5,7,67.0,67.5
799,181,66.5,62.5,F,62.5,7,67.0,67.5
800,181,66.5,62.5,F,62.5,7,67.0,67.5
801,182,66.0,61.5,M,70.0,1,66.21000000000001,70.0
802,183,66.0,60.0,M,68.0,4,65.4,68.0
803,183,66.0,60.0,M,67.0,4,65.4,67.0
804,183,66.0,60.0,M,65.0,4,65.4,65.0
805,183,66.0,60.0,F,60.0,4,65.4,64.80000000000001
806,184,66.0,60.0,M,65.0,1,65.4,65.0
807,185,66.0,59.0,M,68.0,15,64.86,68.0
808,185,66.0,59.0,M,67.0,15,64.86,67.0
809,185,66.0,59.0,M,66.5,15,64.86,66.5
810,185,66.0,59.0,M,66.0,15,64.86,66.0
811,185,66.0,59.0,M,65.7,15,64.86,65.7
812,185,66.0,59.0,M,65.5,15,64.86,65.5
813,185,66.0,59.0,M,65.0,15,64.86,65.0
814,185,66.0,59.0,F,65.0,15,64.86,70.2
815,185,66.0,59.0,F,64.0,15,64.86,69.12
816,185,66.0,59.0,F,63.0,15,64.86,68.04
817,185,66.0,59.0,F,62.0,15,64.86,66.96000000000001
818,185,66.0,59.0,F,61.0,15,64.86,65.88000000000001
819,185,66.0,59.0,F,60.0,15,64.86,64.80000000000001
820,185,66.0,59.0,F,58.0,15,64.86,62.64
821,185,66.0,59.0,F,57.0,15,64.86,61.56
822,186,65.0,67.0,M,66.5,4,68.68,66.5
823,186,65.0,67.0,M,66.0,4,68.68,66.0
824,186,65.0,67.0,M,66.0,4,68.68,66.0
825,186,65.0,67.0,F,65.0,4,68.68,70.2
826,187,65.0,67.0,F,63.0,1,68.68,68.04
827,188,65.0,66.0,M,63.0,4,68.14,63.0
828,188,65.0,66.0,F,63.0,4,68.14,68.04
829,188,65.0,66.0,F,63.0,4,68.14,68.04
830,188,65.0,66.0,F,60.0,4,68.14,64.80000000000001
831,190,65.0,65.0,M,69.0,9,67.6,69.0
832,190,65.0,65.0,M,68.0,9,67.6,68.0
833,190,65.0,65.0,M,68.0,9,67.6,68.0
834,190,65.0,65.0,F,65.0,9,67.6,70.2
835,190,65.0,65.0,F,65.0,9,67.6,70.2
836,190,65.0,65.0,F,62.0,9,67.6,66.96000000000001
837,190,65.0,65.0,F,62.0,9,67.6,66.96000000000001
838,190,65.0,65.0,F,61.0,9,67.6,65.88000000000001
839,190,65.0,65.0,F,59.0,9,67.6,63.720000000000006
840,191,65.0,65.5,M,70.7,2,67.87,70.7
841,191,65.0,65.5,F,65.5,2,67.87,70.74000000000001
842,192,65.0,65.0,M,69.2,6,67.6,69.2
843,192,65.0,65.0,M,69.0,6,67.6,69.0
844,192,65.0,65.0,M,68.0,6,67.6,68.0
845,192,65.0,65.0,M,67.7,6,67.6,67.7
846,192,65.0,65.0,F,64.5,6,67.6,69.66000000000001
847,192,65.0,65.0,F,60.5,6,67.6,65.34
848,193,65.0,64.0,M,67.0,6,67.06,67.0
849,193,65.0,64.0,M,67.0,6,67.06,67.0
850,193,65.0,64.0,F,64.0,6,67.06,69.12
851,193,65.0,64.0,F,64.0,6,67.06,69.12
852,193,65.0,64.0,F,62.5,6,67.06,67.5
853,193,65.0,64.0,F,60.5,6,67.06,65.34
854,194,65.0,63.0,M,70.0,2,66.52000000000001,70.0
855,194,65.0,63.0,F,63.0,2,66.52000000000001,68.04
856,195,65.0,63.0,M,66.0,3,66.52000000000001,66.0
857,195,65.0,63.0,M,66.0,3,66.52000000000001,66.0
858,195,65.0,63.0,F,63.0,3,66.52000000000001,68.04
859,196,65.5,63.0,M,71.0,4,66.77000000000001,71.0
860,196,65.5,63.0,M,71.0,4,66.77000000000001,71.0
861,196,65.5,63.0,M,69.0,4,66.77000000000001,69.0
862,196,65.5,63.0,F,63.5,4,66.77000000000001,68.58
863,197,65.5,60.0,M,68.0,5,65.15,68.0
864,197,65.5,60.0,M,68.0,5,65.15,68.0
865,197,65.5,60.0,M,67.0,5,65.15,67.0
866,197,65.5,60.0,M,67.0,5,65.15,67.0
867,197,65.5,60.0,F,62.0,5,65.15,66.96000000000001
868,198,64.0,64.0,M,71.5,7,66.56,71.5
869,198,64.0,64.0,M,68.0,7,66.56,68.0
870,198,64.0,64.0,F,65.5,7,66.56,70.74000000000001
871,198,64.0,64.0,F,64.0,7,66.56,69.12
872,198,64.0,64.0,F,62.0,7,66.56,66.96000000000001
873,198,64.0,64.0,F,62.0,7,66.56,66.96000000000001
874,198,64.0,64.0,F,61.0,7,66.56,65.88000000000001
875,199,64.0,64.0,M,70.5,7,66.56,70.5
876,199,64.0,64.0,M,68.0,7,66.56,68.0
877,199,64.0,64.0,F,67.0,7,66.56,72.36
878,199,64.0,64.0,F,65.0,7,66.56,70.2
879,199,64.0,64.0,F,64.0,7,66.56,69.12
880,199,64.0,64.0,F,64.0,7,66.56,69.12
881,199,64.0,64.0,F,60.0,7,66.56,64.80000000000001
882,200,64.0,63.0,M,64.5,1,66.02000000000001,64.5
883,201,64.0,60.0,M,66.0,2,64.4,66.0
884,201,64.0,60.0,F,60.0,2,64.4,64.80000000000001
885,203,62.0,66.0,M,64.0,3,66.64,64.0
886,203,62.0,66.0,F,62.0,3,66.64,66.96000000000001
887,203,62.0,66.0,F,61.0,3,66.64,65.88000000000001
888,204,62.5,63.0,M,66.5,2,65.27000000000001,66.5
889,204,62.5,63.0,F,57.0,2,65.27000000000001,61.56
890,136A,68.5,65.0,M,72.0,8,69.35,72.0
891,136A,68.5,65.0,M,70.5,8,69.35,70.5
892,136A,68.5,65.0,M,68.7,8,69.35,68.7
893,136A,68.5,65.0,M,68.5,8,69.35,68.5
894,136A,68.5,65.0,M,67.7,8,69.35,67.7
895,136A,68.5,65.0,F,64.0,8,69.35,69.12
896,136A,68.5,65.0,F,63.5,8,69.35,68.58
897,136A,68.5,65.0,F,63.0,8,69.35,68.04
